,Index,Country,Gender,Demographics Question,Demographics Response,Question,Value,Status
366,366,Angola,F,Age,25-34,... if she burns the food,10.0,
367,367,Angola,F,Age,15-24,... if she burns the food,10.6,Medium
368,368,Angola,F,Marital status,Married or living together,... if she burns the food,10.8,Medium
369,369,Angola,F,Age,35-49,... if she burns the food,11.0,Medium
370,370,Angola,F,Marital status,"Widowed, divorced, separated",... if she burns the food,12.2,Medium
371,371,Angola,F,Education,Primary,... if she burns the food,13.4,Medium
372,372,Angola,F,Employment,Employed for kind,... if she burns the food,14.3,Medium
373,373,Angola,F,Education,No education,... if she burns the food,17.3,Medium
374,374,Angola,F,Residence,Rural,... if she burns the food,19.0,Medium
375,375,Angola,M,Education,Higher,... if she burns the food,0.7,Very High
376,376,Angola,M,Age,35-49,... if she burns the food,3.7,Very High
377,377,Angola,M,Marital status,Married or living together,... if she burns the food,4.4,Very High
378,378,Angola,M,Residence,Urban,... if she burns the food,4.9,Very High
379,379,Angola,M,Education,Secondary,... if she burns the food,5.0,
380,380,Angola,M,Age,25-34,... if she burns the food,5.3,High
381,381,Angola,M,Employment,Employed for cash,... if she burns the food,5.5,High
382,382,Angola,M,Employment,Unemployed,... if she burns the food,6.1,High
383,383,Angola,M,Marital status,Never married,... if she burns the food,7.3,High
384,384,Angola,M,Age,15-24,... if she burns the food,7.7,High
385,385,Angola,M,Employment,Employed for kind,... if she burns the food,7.9,High
386,386,Angola,M,Education,Primary,... if she burns the food,8.1,High
387,387,Angola,M,Residence,Rural,... if she burns the food,8.9,High
388,388,Angola,M,Marital status,"Widowed, divorced, separated",... if she burns the food,9.3,High
389,389,Angola,M,Education,No education,... if she burns the food,10.8,Medium
390,390,Angola,F,Age,15-24,... for at least one specific reason,24.9,Medium
391,391,Angola,F,Age,25-34,... for at least one specific reason,24.4,Medium
392,392,Angola,F,Age,35-49,... for at least one specific reason,26.6,Low
393,393,Angola,F,Age,15-24,... if she argues with him,14.9,Medium
394,394,Angola,F,Age,25-34,... if she argues with him,14.1,Medium
395,395,Angola,F,Age,35-49,... if she argues with him,17.1,Medium
396,396,Angola,F,Age,15-24,... if she goes out without telling him,13.8,Medium
397,397,Angola,F,Age,25-34,... if she goes out without telling him,14.0,Medium
398,398,Angola,F,Age,35-49,... if she goes out without telling him,16.3,Medium
399,399,Angola,F,Age,15-24,... if she neglects the children,16.5,Medium
400,400,Angola,F,Age,25-34,... if she neglects the children,15.6,Medium
401,401,Angola,F,Age,35-49,... if she neglects the children,16.7,Medium
402,402,Angola,F,Age,15-24,... if she refuses to have sex with him,10.0,
403,403,Angola,F,Age,25-34,... if she refuses to have sex with him,11.6,Medium
404,404,Angola,F,Age,35-49,... if she refuses to have sex with him,14.0,Medium
405,405,Angola,F,Education,Higher,... for at least one specific reason,7.0,High
406,406,Angola,F,Education,No education,... for at least one specific reason,34.5,Low
407,407,Angola,F,Education,Primary,... for at least one specific reason,30.9,Low
408,408,Angola,F,Education,Secondary,... for at least one specific reason,16.8,Medium
409,409,Angola,F,Education,Higher,... if she argues with him,3.0,Very High
410,410,Angola,F,Education,No education,... if she argues with him,23.9,Medium
411,411,Angola,F,Education,Primary,... if she argues with him,19.1,Medium
412,412,Angola,F,Education,Secondary,... if she argues with him,8.2,High
413,413,Angola,F,Education,Higher,... if she goes out without telling him,2.8,Very High
414,414,Angola,F,Education,No education,... if she goes out without telling him,21.0,Medium
415,415,Angola,F,Education,Primary,... if she goes out without telling him,18.5,Medium
416,416,Angola,F,Education,Secondary,... if she goes out without telling him,8.5,High
417,417,Angola,F,Education,Higher,... if she neglects the children,4.2,Very High
418,418,Angola,F,Education,No education,... if she neglects the children,22.3,Medium
419,419,Angola,F,Education,Primary,... if she neglects the children,20.1,Medium
420,420,Angola,F,Education,Secondary,... if she neglects the children,10.8,Medium
421,421,Angola,F,Education,Higher,... if she refuses to have sex with him,2.5,Very High
422,422,Angola,F,Education,No education,... if she refuses to have sex with him,19.9,Medium
423,423,Angola,F,Education,Primary,... if she refuses to have sex with him,14.2,Medium
424,424,Angola,F,Education,Secondary,... if she refuses to have sex with him,5.3,High
425,425,Angola,F,Employment,Employed for cash,... for at least one specific reason,26.6,Low
426,426,Angola,F,Employment,Employed for kind,... for at least one specific reason,28.4,Low
427,427,Angola,F,Employment,Unemployed,... for at least one specific reason,21.3,Medium
428,428,Angola,F,Employment,Employed for cash,... if she argues with him,16.1,Medium
429,429,Angola,F,Employment,Employed for kind,... if she argues with him,19.1,Medium
430,430,Angola,F,Employment,Unemployed,... if she argues with him,11.6,Medium
431,431,Angola,F,Employment,Employed for cash,... if she goes out without telling him,15.2,Medium
432,432,Angola,F,Employment,Employed for kind,... if she goes out without telling him,17.3,Medium
433,433,Angola,F,Employment,Unemployed,... if she goes out without telling him,11.7,Medium
434,434,Angola,F,Employment,Employed for cash,... if she neglects the children,16.7,Medium
435,435,Angola,F,Employment,Employed for kind,... if she neglects the children,18.9,Medium
436,436,Angola,F,Employment,Unemployed,... if she neglects the children,14.0,Medium
437,437,Angola,F,Employment,Employed for cash,... if she refuses to have sex with him,12.4,Medium
438,438,Angola,F,Employment,Employed for kind,... if she refuses to have sex with him,14.7,Medium
439,439,Angola,F,Employment,Unemployed,... if she refuses to have sex with him,8.2,High
440,440,Angola,F,Marital status,Married or living together,... for at least one specific reason,27.2,Low
441,441,Angola,F,Marital status,Never married,... for at least one specific reason,21.1,Medium
442,442,Angola,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,28.5,Low
443,443,Angola,F,Marital status,Married or living together,... if she argues with him,16.7,Medium
444,444,Angola,F,Marital status,Never married,... if she argues with him,12.3,Medium
445,445,Angola,F,Marital status,"Widowed, divorced, separated",... if she argues with him,17.3,Medium
446,446,Angola,F,Marital status,Married or living together,... if she goes out without telling him,15.9,Medium
447,447,Angola,F,Marital status,Never married,... if she goes out without telling him,11.9,Medium
448,448,Angola,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,15.4,Medium
449,449,Angola,F,Marital status,Married or living together,... if she neglects the children,17.2,Medium
450,450,Angola,F,Marital status,Never married,... if she neglects the children,14.1,Medium
451,451,Angola,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,19.0,Medium
452,452,Angola,F,Marital status,Married or living together,... if she refuses to have sex with him,12.5,Medium
453,453,Angola,F,Marital status,Never married,... if she refuses to have sex with him,8.6,High
454,454,Angola,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,16.2,Medium
455,455,Angola,F,Residence,Rural,... for at least one specific reason,37.4,Low
456,456,Angola,F,Residence,Urban,... for at least one specific reason,19.8,Medium
457,457,Angola,F,Residence,Rural,... if she argues with him,26.2,Low
458,458,Angola,F,Residence,Urban,... if she argues with him,10.4,Medium
459,459,Angola,F,Residence,Rural,... if she goes out without telling him,22.9,Medium
460,460,Angola,F,Residence,Urban,... if she goes out without telling him,10.8,Medium
461,461,Angola,F,Residence,Rural,... if she neglects the children,24.7,Medium
462,462,Angola,F,Residence,Urban,... if she neglects the children,12.6,Medium
463,463,Angola,F,Residence,Rural,... if she refuses to have sex with him,21.3,Medium
464,464,Angola,F,Residence,Urban,... if she refuses to have sex with him,7.2,High
465,465,Angola,M,Age,15-24,... for at least one specific reason,23.4,Medium
466,466,Angola,M,Age,25-34,... for at least one specific reason,18.5,Medium
467,467,Angola,M,Age,35-49,... for at least one specific reason,15.7,Medium
468,468,Angola,M,Age,15-24,... if she argues with him,12.6,Medium
469,469,Angola,M,Age,25-34,... if she argues with him,10.6,Medium
470,470,Angola,M,Age,35-49,... if she argues with him,7.7,High
471,471,Angola,M,Age,15-24,... if she goes out without telling him,8.9,High
472,472,Angola,M,Age,25-34,... if she goes out without telling him,8.1,High
473,473,Angola,M,Age,35-49,... if she goes out without telling him,7.0,High
474,474,Angola,M,Age,15-24,... if she neglects the children,13.5,Medium
475,475,Angola,M,Age,25-34,... if she neglects the children,10.7,Medium
476,476,Angola,M,Age,35-49,... if she neglects the children,9.3,High
477,477,Angola,M,Age,15-24,... if she refuses to have sex with him,6.3,High
478,478,Angola,M,Age,25-34,... if she refuses to have sex with him,5.5,High
479,479,Angola,M,Age,35-49,... if she refuses to have sex with him,4.4,Very High
480,480,Angola,M,Education,Higher,... for at least one specific reason,3.9,Very High
481,481,Angola,M,Education,No education,... for at least one specific reason,26.7,Low
482,482,Angola,M,Education,Primary,... for at least one specific reason,26.2,Low
483,483,Angola,M,Education,Secondary,... for at least one specific reason,18.1,Medium
484,484,Angola,M,Education,Higher,... if she argues with him,1.6,Very High
485,485,Angola,M,Education,No education,... if she argues with him,15.9,Medium
486,486,Angola,M,Education,Primary,... if she argues with him,14.9,Medium
487,487,Angola,M,Education,Secondary,... if she argues with him,9.2,High
488,488,Angola,M,Education,Higher,... if she goes out without telling him,1.6,Very High
489,489,Angola,M,Education,No education,... if she goes out without telling him,13.4,Medium
490,490,Angola,M,Education,Primary,... if she goes out without telling him,11.2,Medium
491,491,Angola,M,Education,Secondary,... if she goes out without telling him,6.8,High
492,492,Angola,M,Education,Higher,... if she neglects the children,1.8,Very High
493,493,Angola,M,Education,No education,... if she neglects the children,18.3,Medium
494,494,Angola,M,Education,Primary,... if she neglects the children,17.1,Medium
495,495,Angola,M,Education,Secondary,... if she neglects the children,9.1,High
496,496,Angola,M,Education,Higher,... if she refuses to have sex with him,0.6,Very High
497,497,Angola,M,Education,No education,... if she refuses to have sex with him,11.2,Medium
498,498,Angola,M,Education,Primary,... if she refuses to have sex with him,7.6,High
499,499,Angola,M,Education,Secondary,... if she refuses to have sex with him,4.4,Very High
500,500,Angola,M,Employment,Employed for cash,... for at least one specific reason,19.7,Medium
501,501,Angola,M,Employment,Employed for kind,... for at least one specific reason,23.6,Medium
502,502,Angola,M,Employment,Unemployed,... for at least one specific reason,19.0,Medium
503,503,Angola,M,Employment,Employed for cash,... if she argues with him,10.9,Medium
504,504,Angola,M,Employment,Employed for kind,... if she argues with him,13.3,Medium
505,505,Angola,M,Employment,Unemployed,... if she argues with him,9.5,High
506,506,Angola,M,Employment,Employed for cash,... if she goes out without telling him,8.2,High
507,507,Angola,M,Employment,Employed for kind,... if she goes out without telling him,9.2,High
508,508,Angola,M,Employment,Unemployed,... if she goes out without telling him,7.7,High
509,509,Angola,M,Employment,Employed for cash,... if she neglects the children,11.3,Medium
510,510,Angola,M,Employment,Employed for kind,... if she neglects the children,13.8,Medium
511,511,Angola,M,Employment,Unemployed,... if she neglects the children,11.1,Medium
512,512,Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,5.2,High
513,513,Angola,M,Employment,Employed for kind,... if she refuses to have sex with him,7.3,High
514,514,Angola,M,Employment,Unemployed,... if she refuses to have sex with him,5.4,High
515,515,Angola,M,Marital status,Married or living together,... for at least one specific reason,19.1,Medium
516,516,Angola,M,Marital status,Never married,... for at least one specific reason,20.6,Medium
517,517,Angola,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,25.1,Low
518,518,Angola,M,Marital status,Married or living together,... if she argues with him,10.5,Medium
519,519,Angola,M,Marital status,Never married,... if she argues with him,10.6,Medium
